Category,keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/64_BitTech/status/1412815304565018630,64_BitTech,https://twitter.com/64_BitTech,1625676392,"iPhone 14 Lineup May Have All Models Featuring 120Hz LTPO OLED Displays &amp; LG Display is said to be anticipating a go-ahead from Apple for manufacturing 120Hz displays.
.
.
#apple #64bittech #iphone #samsung #pro #plus #applewatch #ios #airpods #s #smartphone #android #ipad https://t.co/OuIlbZgKAp",https://pbs.twimg.com/media/E5tUCAtWUAI-0MM.jpg,,2,0,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/PaOusmanSonko2/status/1413942017550340101,PaOusmanSonko2,https://twitter.com/PaOusmanSonko2,1625945021,"Am tired of using this now🤳...It's a giveaway. Ya'll just link mhi if you need it.

As for me i need 11 or 12 #iPhone https://t.co/7zicWL2XyY",https://pbs.twimg.com/media/E59UwLCXEAcmcad.jpg,,4,1,2
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/akiaki66697465/status/1414707022356893713,akiaki66697465,https://twitter.com/akiaki66697465,1626127412,"I'm looking for…
I'll keep my fingers crossed for you⭐️

#写真好きな人と繋がりたい 
#iPhone
#iPhoneX
#キリトリセカイ 
#スマホ写真
#TLを花でいっぱいにしよう
#花　#flowers
#花のある生活 https://t.co/DOLobqLsDF",https://pbs.twimg.com/media/E6IMiWoVUCg2CzP.jpg,,51,1,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/dynamicportrai1/status/1413871492639694848,dynamicportrai1,https://twitter.com/dynamicportrai1,1625928206,A new wondering dynamic portrait of #iPhone user #art https://t.co/XWpia811zs,https://pbs.twimg.com/media/E58UoTbWQAI4ubr.png,,0,0,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/nigasekiphoto/status/1414345907441569794,nigasekiphoto,https://twitter.com/nigasekiphoto,1626041316,"The Big swan today.

#いまそら
#イマソラ　
#新潟市　
#中央区　
#Niigata
#鳥屋野潟公園
#ビッグスワン
#iPhone 
#スマホ写真 https://t.co/gIGFOas0Cr",https://pbs.twimg.com/media/E6DEGpSVEAAa7Q4.jpg,,5,0,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/akiaki66697465/status/1413255783651835904,akiaki66697465,https://twitter.com/akiaki66697465,1625781410,"I'm looking for…
I'll keep my fingers crossed for you⭐️

#写真好きな人と繋がりたい 
#iPhone
#iPhoneX
#キリトリセカイ 
#スマホ写真
#TLを花でいっぱいにしよう
#花　#flowers
#花のある生活 https://t.co/1093hbxNEe",https://pbs.twimg.com/media/E5zkpI_UYAEfRJn.jpg,,107,4,1
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/atuos_user/status/1412748430766755840,atuos_user,https://twitter.com/atuos_user,1625660448,"iPhone 13 Pro concept 

Render by @atuos_user 

#apple #iphone #iphone13 #iphone13pro #appleevent #render #concept #refinedsign https://t.co/Ibfz5Iu5vH",https://pbs.twimg.com/media/E5sXNjeXwAAhSSR.jpg,,1,0,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/ManMundra/status/1414591968810786816,ManMundra,https://twitter.com/ManMundra,1626099981,General Photography #waterbottle #iphone #photography #passion https://t.co/nyxITTzpXZ,https://pbs.twimg.com/media/E6Gj5J-X0AMmFAI.jpg,,521,19,19
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/DouniaBeneddine/status/1414487616192450564,DouniaBeneddine,https://twitter.com/DouniaBeneddine,1626075102,"If you follow the line , you will reach the sun #iphone #sunrise #sand https://t.co/kEBtjQ4yCT",https://pbs.twimg.com/media/E6FE-zVX0AM_aC9.jpg,,313,97,7
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/CottonNeroMusic/status/1412424178574241799,CottonNeroMusic,https://twitter.com/CottonNeroMusic,1625583140,Watch me get an iPhone 12 with *very little money*. Not just any iPhone.  Will Smith's tiny #iPhone 12 pro. #funny how you get what u pay for?? https://t.co/fiheGMYGss,,https://video.twimg.com/ext_tw_video/1412424104158928897/pu/vid/320x568/oKBBbI95AT9cpokq.mp4?tag=12;https://video.twimg.com/ext_tw_video/1412424104158928897/pu/vid/576x1024/XMnZoe8O4I79g-YS.mp4?tag=12;https://video.twimg.com/ext_tw_video/1412424104158928897/pu/vid/480x852/XLXMaD37ySu3tCWG.mp4?tag=12;,111,16,2
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/muhammadljunaid/status/1413607256336314370,muhammadljunaid,https://twitter.com/muhammadljunaid,1625865208,"Phone Photography 📱

Drop Your Shots ⬇️
Retweet 🔁",,,246,92,374
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/MintMilkshakes/status/1413692464825835523,MintMilkshakes,https://twitter.com/MintMilkshakes,1625885523,Kind of a panorama freak😬 #photography #iPhone https://t.co/OQXtkWjKxU,https://pbs.twimg.com/media/E55xzHGWUAAGkSU.jpg,,1,0,0
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/Legenda01735818/status/1414625822862888965,Legenda01735818,https://twitter.com/Legenda01735818,1626108053,"New pencil commission😊
Plz retweet 🙏🏾

#Iphone #Buhari #Wizkid #Ballon #Lagos #Nigeria #EndSARS #MyGOAT https://t.co/1y7iYrjXju",https://pbs.twimg.com/media/E6HCp4pWUAoODr0.jpg,,2,3,1
TopPost,#iphone,https://twitter.com/search?l=&q=#iphone,https://twitter.com/palash_lad/status/1413584390681026561,palash_lad,https://twitter.com/palash_lad,1625859756,"Power of Social Media: 

Found a locked #iphone 7+ while I was walking down a footpath.  

All thanks to @instagram notifications, visible on locked screen-I searched a few people using the usernames, &amp; sent my whereabouts via DM

Handed over the phone to it’s owner w/in 15 mins.",,,5,0,4
