Category,keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MobileSyrup/status/1413675099509637124,MobileSyrup,https://twitter.com/MobileSyrup,1625881383,"Google Pixel 6 Pro alleged specs make it a high-end smartphone worth considering
https://t.co/2RJ0eFBeB5 https://t.co/94jiArNHgw",https://pbs.twimg.com/media/E55iAn-WYAYuAgo.jpg,,10,1,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TechBlitz5/status/1414441245410140161,TechBlitz5,https://twitter.com/TechBlitz5,1626064046,"Google Pixel 6 Pro leaked Hands on Image.

Via :- https://t.co/slZyhKJNI4

#Google 
#GooglePixel6Pro https://t.co/xRXx2LhpCe",https://pbs.twimg.com/media/E6EawYNVIAE8FNi.png,,5,1,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/androidcentral/status/1412840278768205828,androidcentral,https://twitter.com/androidcentral,1625682346,"The July security update is coming to a Pixel phone near you, with a few fixes in tow
https://t.co/B2IqA9Fz1n",,,25,6,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/onlylightning/status/1413534208493035528,onlylightning,https://twitter.com/onlylightning,1625847792,"Welcome Home!
After two years with my Pixel 3 i got today the new Pixel 4a 5G.

@madebygoogle #teampixel #pixel4a5g #googlepixel #pixel4A https://t.co/adqteAanJr",https://pbs.twimg.com/media/E53h3uEXIAAjlWZ.jpg,,54,2,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/JoshMoonPhoto/status/1413607715964923905,JoshMoonPhoto,https://twitter.com/JoshMoonPhoto,1625865317,@muhammadljunaid Google Pixel 3a 💙 https://t.co/PqggAuu8qZ,https://pbs.twimg.com/media/E54kuXuXIAM17vh.jpg,,20,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/IyiEde/status/1414156722609008646,IyiEde,https://twitter.com/IyiEde,1625996211,"Get urself a Google pixel phone and enjoy! Thank me later 
@madebygoogle",,,14,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ech0esofmine/status/1414553679101890564,ech0esofmine,https://twitter.com/ech0esofmine,1626090852,I will be staying on the Google Pixel train for a while now https://t.co/F3VOS5jkk7,https://pbs.twimg.com/media/E6GBExXWEAEWNK6.jpg,,0,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ThunderTech11/status/1413414209023401987,ThunderTech11,https://twitter.com/ThunderTech11,1625819182,"Google Pixel 5a gets FCC certification.
#Google #pixel5a https://t.co/dUHsxbUu97",https://pbs.twimg.com/media/E510uUNVgAMLgmF.png,,7,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/aramos120/status/1412760406871977985,aramos120,https://twitter.com/aramos120,1625663303,"Incoming Storms.

#Photography #StreetPhotography #HoustonPhotography #Houston #HoustonTX  #HoustonPhotographer  #LandscapePhotography  #HoustonStreetPhotography #ShotOnGoogle  #ShotOnMoment #ShotOnPixel #GooglePixel #TwitterPhotography #TwitterPhotographer #RainClouds #Clouds https://t.co/cXKinH4iCc",https://pbs.twimg.com/media/E5siGmTXwAEoX-u.jpg,,13,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/xdadevelopers/status/1413215314368778243,xdadevelopers,https://twitter.com/xdadevelopers,1625771761,"Google Pixel 5a stops by the FCC, revealing 3 models https://t.co/PpSpZ3iTMK",,,79,11,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/aidedfurball/status/1412112208650178566,aidedfurball,https://twitter.com/aidedfurball,1625508760,"So, I did a thing. I went onto a pixel art program on google and I made frisk from undertale! I might actually get into pixel art, we'll see! https://t.co/ETlGIQFXzu",https://pbs.twimg.com/media/E5jUOrDXwAUDljC.jpg,,2,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/aramos120/status/1413170966465859586,aramos120,https://twitter.com/aramos120,1625761188,"Parking for One.

#Photography #StreetPhotography #HoustonPhotography #Houston #HoustonTX  #HoustonPhotographer  #LandscapePhotography  #HoustonStreetPhotography #ShotOnGoogle  #ShotOnMoment #ShotOnPixel #GooglePixel #TwitterPhotography #TwitterPhotographer #Car #ParkingGarage https://t.co/GuEVJBcuNw",https://pbs.twimg.com/media/E5yXgRWWUAUfguA.jpg,,10,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/DavidRFlower/status/1413092932333223944,DavidRFlower,https://twitter.com/DavidRFlower,1625742583,"@ericteichmiller Sony A7, Sony a6300, Sony a6000, Google pixel 4a, DJI Osmo pocket for vlogs, Nikon EM, Nikon f70 and Praktica Super tl2 35mm film cameras. As for lenses, my most used are Sigma art 30mm f2.8 and 16mm f1.4 followed closely by the Helios 44m and Hanimar 135mm f3.5👍",,,5,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/wccftech/status/1413656234805272578,wccftech,https://twitter.com/wccftech,1625876885,Pixel 6 to Feature Rigid OLED Panels From Samsung to Keep Costs Down; Google Aiming for a Competitive Price? https://t.co/wP1fpK8iCb https://t.co/tadiMIGuEk,https://pbs.twimg.com/media/E55Q2pRUcAAdiL_.jpg,,3,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/DominickCoke/status/1413827623399088136,DominickCoke,https://twitter.com/DominickCoke,1625917747,I know which phone I'm copping after I get my hands on a OnePlus 8 Pro 🥺. The Google Pixel 6 Pro is looking so right. https://t.co/wGKts41nj2,https://pbs.twimg.com/media/E57sux0XMAIBDgG.jpg,,0,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/80SHASHANK08/status/1411916360234541058,80SHASHANK08,https://twitter.com/80SHASHANK08,1625462067,"Alright more cover image of Google pixel 6series are out include leather case

#Google #pixel6 #pixel6pro https://t.co/OZvfRuJeJZ",https://pbs.twimg.com/media/E5giadTXIAAtwPh.jpg,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/rushi877/status/1413586277866344454,rushi877,https://twitter.com/rushi877,1625860206,Pixel 6 and 6 Pro will be 🔥 I'll get 6 Pro as soon as it is available in the market. Huge step forward for Google. Can't wait to get it in my hands 📱 #Pixel6 #Pixel6Pro,,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Phandroid/status/1412830946437566471,Phandroid,https://twitter.com/Phandroid,1625680121,Google releases the July Android Security Update for Pixel owners https://t.co/7bvcMo8GRF https://t.co/6T3HKnt7rj,https://pbs.twimg.com/media/E5tiQfTWEAMdIyC.jpg,,6,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/abhishek/status/1413231024427864066,abhishek,https://twitter.com/abhishek,1625775507,"I am very excited to see what @google will do this time on new Pixel 6 Series. 

Credits @jon_prosser 👍 https://t.co/ysldxcTpXC",https://pbs.twimg.com/media/E5zOHz_VEAE-GwR.jpg,,146,11,14
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Gadgets360/status/1413381798323646465,Gadgets360,https://twitter.com/Gadgets360,1625811454,"Google Pixel 5a seems to have appeared on US FCC ahead of next month's rumoured launch 
https://t.co/P1OhdDxbWH",,,19,3,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/80SHASHANK08/status/1405028753349226498,80SHASHANK08,https://twitter.com/80SHASHANK08,1623819933,"Pixel 6 and Pixel 6pro Cover live Images gets out in comparison with Pixel 4XL

#Google #pixel6 #pixel6pro https://t.co/co0rNokPsi",https://pbs.twimg.com/media/E3-qMJ8XEAA9W_S.jpg,,5,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TechRadarIndia/status/1413375889212022788,TechRadarIndia,https://twitter.com/TechRadarIndia,1625810045,"With Google assuming control over both the hardware and software, the #Pixel6 and #Pixel6Pro might just be able to match Apple in terms of support

https://t.co/iujPpgy1vz",,,11,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Phandroid/status/1413244984480911366,Phandroid,https://twitter.com/Phandroid,1625778835,"If these are the real Pixel 6 Pro specs, Google may have a show-stopper on its hands https://t.co/ZLk5WW5vow https://t.co/2jtkt8mMje",https://pbs.twimg.com/media/E5za0naXMAcMkbK.jpg,,8,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/teja2495/status/1413258147922382853,teja2495,https://twitter.com/teja2495,1625781974,"According to the leaks, Pixel 6 series will get 5 years of software updates. First ever android phone to do so. Also, the Pixel 6 pro specs look incredible.

Google is finally going all in. I'm so happy!!! https://t.co/NMvNHXnJze",https://pbs.twimg.com/media/E5zmy9VWEAALaRu.jpg,,94,6,5
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/DudeJLebowski/status/1413495415144648708,DudeJLebowski,https://twitter.com/DudeJLebowski,1625838543,Got a Google Pixel today to see what all this chatter about the secure element is all about. Might sling on a privacy OS too.,,,24,0,11
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MidWorldMo/status/1411960379702484994,MidWorldMo,https://twitter.com/MidWorldMo,1625472562,"04/07/2021 15:59:24 (Google Pixel 5)
Tis the lady's garden https://t.co/GwyIrazJkl",https://pbs.twimg.com/media/E5hKezzWUAEkVhC.jpg,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/jon_prosser/status/1413225733636378625,jon_prosser,https://twitter.com/jon_prosser,1625774246,"NEW EXCLUSIVE: 
Final specs for Pixel 6 and Pixel 6 Pro!

I'm told Google is committed to 5 YEARS of software updates for both of these devices! 🔥🙌

Read the full list here: https://t.co/sMW5ZmE51b https://t.co/INKyvC5yPs",https://pbs.twimg.com/media/E5zJRIjXMAAB5pE.jpg,,2109,196,123
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/sleitnick/status/1412404707054718976,sleitnick,https://twitter.com/sleitnick,1625578498,My hotspot doesn't work... So I will not be doing any game dev until Friday. Unless anyone has good troubleshooting ideas for Pixel 4XL hotspot using Google Fi,,,29,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AmanJain2457/status/1414459167364894726,AmanJain2457,https://twitter.com/AmanJain2457,1626068319,"As a dam is breached and water escapes..🌅
@madebygoogle #Google #Pixel #sunset #Pink #moutain #birds https://t.co/iETMsVIm4w",https://pbs.twimg.com/media/E6ErHX-VgAEyIjz.jpg,,6,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/VanshajVerma_/status/1412454049820127234,VanshajVerma_,https://twitter.com/VanshajVerma_,1625590262,"Me waiting for Pixel 6

@Google 
@GooglePixelFC
@googlepixelfans https://t.co/8hkI36H3JI",,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/a2j2tiwari/status/1414564710435852288,a2j2tiwari,https://twitter.com/a2j2tiwari,1626093482,"Pixel Art from ""PonjiRo"", my first proper release(4-5 Years ago). Unfortunately, it's down from Google Play right now. *sobs*

#pixelart #pixel #gamedev #indiedev #indiegame #characters #videogames #retrogames #ponjiro #mockup #animation #2danimation #2dart https://t.co/dXJy5TycY5",,,3,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/mistallogik/status/1413877077250560004,mistallogik,https://twitter.com/mistallogik,1625929538,"For some personal reason after my first 2 Months with a Google pixel, i came to a realization that I will always fall back to Android no matter what. 
My iphone Experience was awesome but just not as good as what I'm experiencing here

Please iOS 15 or Android 12?",,,21,1,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/FoxTechh/status/1413551718244229127,FoxTechh,https://twitter.com/FoxTechh,1625851966,"Pixel 6 Pro looks and sounds like it's gonna be absolute fire! 🔥🔥🔥🔥

Definitely my next phone and literally can't wait.

Everything I've wanted from Google for a whiiiiile 💯",,,20,0,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/SouthportCrack/status/1413981429654908931,SouthportCrack,https://twitter.com/SouthportCrack,1625954417,Taken with my google pixel 5. https://t.co/7CbG8TsLRj,https://pbs.twimg.com/media/E594nbPVgAQIUaT.jpg,,8,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TheImJustSaying/status/1413579490723237888,TheImJustSaying,https://twitter.com/TheImJustSaying,1625858588,"-The issue facing the upcoming Pixel 6 series isn't hardware or software related. 

The issue the Pixel must overcome in 2021 is perception. 

The perception placed on it by the Tech Media as a Mobile Device not worth the money Google charges.",,,27,2,5
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ztlaidlaw/status/1413275475523379203,ztlaidlaw,https://twitter.com/ztlaidlaw,1625786105,"@Noizemancer Google appears to be going big with this one. I'd imagine they'd try to get it into as many regions as possible.

I love Pixels, though, and this is potentially the most important model to date. I'm ready for it! I hope you're able to get one.",,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/shahprateekd/status/1412792061611307008,shahprateekd,https://twitter.com/shahprateekd,1625670850,"@Gadgets360 Symbian - Nokia 8210/8250/6520/7610/Nokia 6600

Android - htc one/ Google pixel / Samsung galaxy s10/20

Apple - name any model",,,8,0,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TechBlitz5/status/1413364735286804482,TechBlitz5,https://twitter.com/TechBlitz5,1625807386,"Google Pixel 6 and 6 Pro Leaked Specs 

Via :-https://t.co/ohhzUwZBqd

#GooglePixel6 
#GooglePixel6Pro https://t.co/atUtVAsIlF",https://pbs.twimg.com/media/E51HumNVIAE1YV1.jpg,,6,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/RjeyTech/status/1413531029508444167,RjeyTech,https://twitter.com/RjeyTech,1625847034,Google snapped with the Pixel 6 Pro! If the leaks are accurate this is the Android to get! https://t.co/B246uBlxaz,https://pbs.twimg.com/media/E53e-s6WQAAcwq5.jpg,,851,52,44
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Gadgets360/status/1413520822032113672,Gadgets360,https://twitter.com/Gadgets360,1625844600,"Google 6 Pro and Google Pixel 6 may support 5G, Wi-Fi 6E, and could be powered by Google's custom chipset 

https://t.co/s1vysFDYeL",,,19,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/philipsfuture/status/1414247267331186689,philipsfuture,https://twitter.com/philipsfuture,1626017798,"👋My designer friends here's a Google Pixel 5 Mockup I designed for your next #uiux designs. 👇
#UI #uidesign #Designers

Link: https://t.co/GD3Hw4Mptd https://t.co/IdprgxkQRz",https://pbs.twimg.com/media/E6BqX2CXIAEJT7i.jpg,,8,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MobologyPK/status/1414657794003906567,MobologyPK,https://twitter.com/MobologyPK,1626115675,"Google Pixel 6 Hands On Image Leaked?

It's concept not real hands on.
#Google #googlepixel6 https://t.co/tGMY1KDRYA",https://pbs.twimg.com/media/E6HfxDBXoAod-9u.jpg,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Hafizan_BRG/status/1412094982366765061,Hafizan_BRG,https://twitter.com/Hafizan_BRG,1625504653,"Petang nak ke senja.

📸 Google Pixel 3 XL

🎨 Lightroom &amp; Snapseed

#stockphoto #pixelcapture #phonegraphy #shotonpixel #pixelmalaysia #naturephotography #landscapephotography https://t.co/vpUahZIgW7",https://pbs.twimg.com/media/E5jE48fUcAAQBXk.jpg,,2,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/DahodianTechie/status/1411915545314619402,DahodianTechie,https://twitter.com/DahodianTechie,1625461872,Google Pixel 6 Pro Back Covers! https://t.co/QDKlhqJl4Z,https://pbs.twimg.com/media/E5ghkRKVoAYWUSD.jpg,,13,3,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/stinkydogfartin/status/1414019570126319617,stinkydogfartin,https://twitter.com/stinkydogfartin,1625963511,iphone vs Google  pixel https://t.co/s0jevWtuKD,https://pbs.twimg.com/media/E5-a5FRVUAIybDa.jpg,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ASB_YT/status/1414675670471516161,ASB_YT,https://twitter.com/ASB_YT,1626119937,"Google Pixel 6? Thoughts? 🤔

Credit: Techdroider https://t.co/Kvc4DPrB7U",https://pbs.twimg.com/media/E6HwBm7XoAc_8_I.jpg,,110,6,43
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/CellularKenya/status/1413506664724975621,CellularKenya,https://twitter.com/CellularKenya,1625841225,"Google Pixel 4a @Ksh 49,999
&gt;Free Delivery
&gt;0711516475

Key features :
. 5.81 inches display
. Android 10 OS
. 128GB internal memory
. 6GB RAM
. 12.2 MP main camera
. 8 MP selfie camera
. Fingerprint (rear-mounted)
. 3140 mAh battery

#TheFutureOfMoney
#GithuraiToTheWorld https://t.co/AwCvS2g1tj",https://pbs.twimg.com/media/E53IzBeWUAY2uWl.jpg,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/xdadevelopers/status/1413234098886352905,xdadevelopers,https://twitter.com/xdadevelopers,1625776240,"Google's Pixel 6 could have 5 years of software support, just like the iPhone https://t.co/MOU9SvaiuR",,,692,75,24
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/IsmailNajeeb/status/1414489499942281219,IsmailNajeeb,https://twitter.com/IsmailNajeeb,1626075551,@ishanagarwal24 And that's how you do business in India😅🤩. Apple and Google pixel team must take note .,,,7,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/wccftech/status/1413231932435877890,wccftech,https://twitter.com/wccftech,1625775723,"Pixel 6, Pixel 6 Pro ‘Final’ Specifications Revealed – New Info Claims Google Will Provide Software Updates for Five Years for Both Models https://t.co/bVNPioo0R1 https://t.co/1zzftFND5b",https://pbs.twimg.com/media/E5zO9BHVUAEnjU7.jpg,,13,3,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AltDadTech/status/1413861094150520837,AltDadTech,https://twitter.com/AltDadTech,1625925727,"Pixel 6 Reviews:
“Google really nailed it, I really like this phone and the camera is probably the top 3”

“…but it’s too expensive, you can get an S21 or iPhone for the same price, why did they make this? Who is this even for?” 

#pixel6",,,77,4,12
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/utsavtechie/status/1413338546425921538,utsavtechie,https://twitter.com/utsavtechie,1625801142,"Pixel 6                         Pixel 6 Pro
6.4"" AMOLED           6.71"" P-OLED
50MP +12MP             50MP+12MP+48MP(Tele)
                 Google Processor
Selfie 8MP                                  12MP
4614mAh                          5000mAh

https://t.co/GPmKnf3M3b",,,366,18,9
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Phonopedia1/status/1413353064749166593,Phonopedia1,https://twitter.com/Phonopedia1,1625804604,"Google Pixel 6 series leaked specifications! 

google may provide 5 years of software support to the pixel 6 series just like apple! 😍

#Google #googlepixel #googleio https://t.co/x0uJr1lvZM",https://pbs.twimg.com/media/E509HYXUYAUFQQE.jpg,,3,3,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/yoyospixel/status/1414171274142748674,yoyospixel,https://twitter.com/yoyospixel,1625999680,"A drop of rain on a touch of purple...
.
#teampixel #pixel4 #googlepixel #madebygoogle #smartphonephotography #raindrop #purple #flower #naturephotography #botanicalgardens #aburigardens https://t.co/rH5kGw2FoF",https://pbs.twimg.com/media/E6AlRc7WUAAdCIx.jpg,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/syangman/status/1413445981442506752,syangman,https://twitter.com/syangman,1625826757,"Sunset on Green Lakes State Park in Syracuse NY 

#CNerY #teampixel #localguides #googlepixel #madebygoogle #upstateny #centralny

#sunset #sunsetphotography https://t.co/UJtaTuNn3B",https://pbs.twimg.com/media/E52RoRIWYAI44IF.jpg,,11,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TheGalox_/status/1412231400816840710,TheGalox_,https://twitter.com/TheGalox_,1625537178,Google Pixel 6 | 6 Pro cases https://t.co/0ijHrLxX24,https://pbs.twimg.com/media/E5lA-YDXMAEIT7k.jpg,,57,2,7
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/IrrADiCatIonYT/status/1414116570092081155,IrrADiCatIonYT,https://twitter.com/IrrADiCatIonYT,1625986637,Google really needed to step up their smartphone game and if the Pixel 6 leaks are true - Google has seriously done an amazing job at it. https://t.co/tk0xIxNfaa,https://pbs.twimg.com/media/E5_zfLIVcAA7Koy.jpg,,28,1,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Pocketlint/status/1414528737144606723,Pocketlint,https://twitter.com/Pocketlint,1626084906,"Google Pixel 6 Pro release date, rumours, features and specs https://t.co/6BwJNqGrrm @brittaoboyle @google @googleuk https://t.co/W2Kan6tWRC",https://pbs.twimg.com/media/E6FqZAKWUAEOadm.jpg,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Himal__pok/status/1414450845182136332,Himal__pok,https://twitter.com/Himal__pok,1626066335,"So here it is !!
Google Pixel 6 Pro leaked with
Android 12 https://t.co/FLNrpEsBUp",https://pbs.twimg.com/media/E6EjjAcVkAEW8r9.jpg,,5,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MarkLazerus/status/1412147179112775686,MarkLazerus,https://twitter.com/MarkLazerus,1625517098,"A lot of love for the Google Pixel, I see. Hadn't considered that. Hmm...",,,33,0,24
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MedliMakar/status/1413948275305111555,MedliMakar,https://twitter.com/MedliMakar,1625946513,@Fit_Marguerite Google Pixel 4a 5G! https://t.co/cG9vfiZ2Av,https://pbs.twimg.com/media/E59adqiXsAQs4TC.jpg,,3,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/figgyeddy/status/1414178844886536195,figgyeddy,https://twitter.com/figgyeddy,1626001485,"If y'all didn't know, you can scheduled messages, and it's amazing! #Android #adroidmessages #googlepixel https://t.co/rNyBlfFuxv",https://pbs.twimg.com/media/E6AsKkbUcAMavaG.jpg,,2,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TrendingTechin/status/1414041854597763074,TrendingTechin,https://twitter.com/TrendingTechin,1625968824,"Google Pixel 6 
6.4″ AMOLED
Rear Camera : 50MP+ 12MP 
Front camera: 8MP
4614mAh
Ram: 8GB
Storage: 128/ 256GB
Android 12

Google Pixel 6 Pro
6.71″Plastic OLED
Rear camera : 50MP + 48MP + 12MP
Front camera: 12MP
5000mAh
Ram: 12GB
Storage: 128/256/ 512GB
Android 12
Via @jon_prosser https://t.co/ZZM3TqI1NA",https://pbs.twimg.com/media/E5-vkawVoAMVGSI.jpg,,6,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ani96prasanna/status/1414289323701137408,ani96prasanna,https://twitter.com/ani96prasanna,1626027825,"Can I go for Pixel 4a @29999 or should I wait for Pixel 5a 
Awating your response @geekyranjit
#Google #Pixel5a #Pixel",,,2,1,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ishot2021/status/1413467691793358850,ishot2021,https://twitter.com/ishot2021,1625831933,"Night shots ❤️

Taken by: @Google Pixel 4A
@madebygoogle 

#ishot2021 https://t.co/EIqHVg4bwp",https://pbs.twimg.com/media/E52lXK0XoAcUZXb.jpg,,1,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TECHNOL0GYINFO/status/1414434710437068801,TECHNOL0GYINFO,https://twitter.com/TECHNOL0GYINFO,1626062488,GOOGLE PIXEL 6 SERIES CONCEPT:- https://t.co/Z8vNrrebpR,https://pbs.twimg.com/media/E6EU3z0UUAEeYXk.jpg,,0,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/IMake_MyBed/status/1413348126954504193,IMake_MyBed,https://twitter.com/IMake_MyBed,1625803426,"Bottom corner popped
#flair
#subtlethings
#bedphotographer
#deployedbed
#steelers
#makeyourbedeveryday
#routine
#googlepixel
#teampixel
#pixel5
#IMakeMyBedEverydayInADifferentWay https://t.co/okHWqWKyL1",https://pbs.twimg.com/media/E504oWgXMAAaHW4.jpg,,2,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Techgeek_360/status/1413478901725077506,Techgeek_360,https://twitter.com/Techgeek_360,1625834605,"Google Pixel 6 Specifications leaked.

Google Pixel 6 (Codename: Oriel)
Specifications:
-6.4″ AMOLED display
-50MP (Wide) + 12MP (Ultra wide)
-8MP selfie 
-4614mAh Battery
-Processor: Google
-8GB RAM
-128GB / 256GB storage
-Android 12

#GooglePixel6 https://t.co/NPfrGiP2rL",https://pbs.twimg.com/media/E52vj8oVgAM_QLa.jpg,,3,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/GIRLBOSSDIET/status/1414572040250613760,GIRLBOSSDIET,https://twitter.com/GIRLBOSSDIET,1626095230,"ok i took money out of my savings account and ordered a pixel 4a because i wanted a good camera and i've heard amazing things about it, excited to use it! My first time with a google phone too, i hope it holds up to samsung",,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Nikhil05686903/status/1413544408205643777,Nikhil05686903,https://twitter.com/Nikhil05686903,1625850223,"Google pixel 6 will come with 5 years of software update(matching APPLE  in terms of software update) and will have google made custom chip with 120 hz refresh rate(probabily). Spacification👇(@jon_prosser)
#Pixel6 https://t.co/PVPcHZ6j4U",https://pbs.twimg.com/media/E53rJHGVkAICr7m.jpg,,2,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/SneedTech/status/1414312927247671301,SneedTech,https://twitter.com/SneedTech,1626033453,The best spec speculations of the next gen pixels is a model w a 5k mah 🔋 &amp; in house soc. Legit full day+ &amp; long term ownership possibility. Owning any other oem would be loaded with trade-off. #Google #madebygoogle #pixel6,,,9,1,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Techgeek_360/status/1413479146047508484,Techgeek_360,https://twitter.com/Techgeek_360,1625834664,"Google Pixel 6 Pro specifications leaked(Codename: Raven)

Specifications:
- 6.71″ POLED (Plastic OLED) display
- 50MP (Wide)+48MP (Tele)+12MP (Ultra wide)
- 12MP selfie 
- 5000mAh 
- Processor: Google
- 12GB of RAM
- 128GB / 256GB / 512GB storage
- Android 12

#GooglePixel6Pro https://t.co/tq7A4B16QU",https://pbs.twimg.com/media/E52vybiVgAk1e7R.jpg,,4,1,0
